Absolute Path                                                                                       ,Relative Path                                     ,Class                         
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0067.txt                          ,..\datasets\dataset\1\0067.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0068.txt                          ,..\datasets\dataset\1\0068.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0069.txt                          ,..\datasets\dataset\1\0069.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0070.txt                          ,..\datasets\dataset\1\0070.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0071.txt                          ,..\datasets\dataset\1\0071.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0072.txt                          ,..\datasets\dataset\1\0072.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0073.txt                          ,..\datasets\dataset\1\0073.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0074.txt                          ,..\datasets\dataset\1\0074.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0075.txt                          ,..\datasets\dataset\1\0075.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0076.txt                          ,..\datasets\dataset\1\0076.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0077.txt                          ,..\datasets\dataset\1\0077.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0078.txt                          ,..\datasets\dataset\1\0078.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0079.txt                          ,..\datasets\dataset\1\0079.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0080.txt                          ,..\datasets\dataset\1\0080.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0081.txt                          ,..\datasets\dataset\1\0081.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0082.txt                          ,..\datasets\dataset\1\0082.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0083.txt                          ,..\datasets\dataset\1\0083.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0084.txt                          ,..\datasets\dataset\1\0084.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0085.txt                          ,..\datasets\dataset\1\0085.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0086.txt                          ,..\datasets\dataset\1\0086.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0087.txt                          ,..\datasets\dataset\1\0087.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0088.txt                          ,..\datasets\dataset\1\0088.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0089.txt                          ,..\datasets\dataset\1\0089.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0090.txt                          ,..\datasets\dataset\1\0090.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0091.txt                          ,..\datasets\dataset\1\0091.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0092.txt                          ,..\datasets\dataset\1\0092.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0093.txt                          ,..\datasets\dataset\1\0093.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0094.txt                          ,..\datasets\dataset\1\0094.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0095.txt                          ,..\datasets\dataset\1\0095.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0096.txt                          ,..\datasets\dataset\1\0096.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0097.txt                          ,..\datasets\dataset\1\0097.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0098.txt                          ,..\datasets\dataset\1\0098.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0099.txt                          ,..\datasets\dataset\1\0099.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0100.txt                          ,..\datasets\dataset\1\0100.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0101.txt                          ,..\datasets\dataset\1\0101.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0102.txt                          ,..\datasets\dataset\1\0102.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0103.txt                          ,..\datasets\dataset\1\0103.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0104.txt                          ,..\datasets\dataset\1\0104.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0105.txt                          ,..\datasets\dataset\1\0105.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0106.txt                          ,..\datasets\dataset\1\0106.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0107.txt                          ,..\datasets\dataset\1\0107.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0108.txt                          ,..\datasets\dataset\1\0108.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0109.txt                          ,..\datasets\dataset\1\0109.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0110.txt                          ,..\datasets\dataset\1\0110.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0111.txt                          ,..\datasets\dataset\1\0111.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0112.txt                          ,..\datasets\dataset\1\0112.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0113.txt                          ,..\datasets\dataset\1\0113.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0114.txt                          ,..\datasets\dataset\1\0114.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0115.txt                          ,..\datasets\dataset\1\0115.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0116.txt                          ,..\datasets\dataset\1\0116.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0117.txt                          ,..\datasets\dataset\1\0117.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0118.txt                          ,..\datasets\dataset\1\0118.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0119.txt                          ,..\datasets\dataset\1\0119.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0120.txt                          ,..\datasets\dataset\1\0120.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0121.txt                          ,..\datasets\dataset\1\0121.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0122.txt                          ,..\datasets\dataset\1\0122.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0123.txt                          ,..\datasets\dataset\1\0123.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0124.txt                          ,..\datasets\dataset\1\0124.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0125.txt                          ,..\datasets\dataset\1\0125.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0126.txt                          ,..\datasets\dataset\1\0126.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0127.txt                          ,..\datasets\dataset\1\0127.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0128.txt                          ,..\datasets\dataset\1\0128.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0129.txt                          ,..\datasets\dataset\1\0129.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0130.txt                          ,..\datasets\dataset\1\0130.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0131.txt                          ,..\datasets\dataset\1\0131.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0132.txt                          ,..\datasets\dataset\1\0132.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0133.txt                          ,..\datasets\dataset\1\0133.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0134.txt                          ,..\datasets\dataset\1\0134.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0135.txt                          ,..\datasets\dataset\1\0135.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0136.txt                          ,..\datasets\dataset\1\0136.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0137.txt                          ,..\datasets\dataset\1\0137.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0138.txt                          ,..\datasets\dataset\1\0138.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0139.txt                          ,..\datasets\dataset\1\0139.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0140.txt                          ,..\datasets\dataset\1\0140.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0141.txt                          ,..\datasets\dataset\1\0141.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0142.txt                          ,..\datasets\dataset\1\0142.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0143.txt                          ,..\datasets\dataset\1\0143.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0144.txt                          ,..\datasets\dataset\1\0144.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0145.txt                          ,..\datasets\dataset\1\0145.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0146.txt                          ,..\datasets\dataset\1\0146.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0147.txt                          ,..\datasets\dataset\1\0147.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0148.txt                          ,..\datasets\dataset\1\0148.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0149.txt                          ,..\datasets\dataset\1\0149.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0150.txt                          ,..\datasets\dataset\1\0150.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0151.txt                          ,..\datasets\dataset\1\0151.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0152.txt                          ,..\datasets\dataset\1\0152.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0153.txt                          ,..\datasets\dataset\1\0153.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0154.txt                          ,..\datasets\dataset\1\0154.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0155.txt                          ,..\datasets\dataset\1\0155.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0156.txt                          ,..\datasets\dataset\1\0156.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0157.txt                          ,..\datasets\dataset\1\0157.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0158.txt                          ,..\datasets\dataset\1\0158.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0159.txt                          ,..\datasets\dataset\1\0159.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0160.txt                          ,..\datasets\dataset\1\0160.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0161.txt                          ,..\datasets\dataset\1\0161.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0162.txt                          ,..\datasets\dataset\1\0162.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0163.txt                          ,..\datasets\dataset\1\0163.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0164.txt                          ,..\datasets\dataset\1\0164.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0165.txt                          ,..\datasets\dataset\1\0165.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0166.txt                          ,..\datasets\dataset\1\0166.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0167.txt                          ,..\datasets\dataset\1\0167.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0168.txt                          ,..\datasets\dataset\1\0168.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0169.txt                          ,..\datasets\dataset\1\0169.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0170.txt                          ,..\datasets\dataset\1\0170.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0171.txt                          ,..\datasets\dataset\1\0171.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0172.txt                          ,..\datasets\dataset\1\0172.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0173.txt                          ,..\datasets\dataset\1\0173.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0174.txt                          ,..\datasets\dataset\1\0174.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0175.txt                          ,..\datasets\dataset\1\0175.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0176.txt                          ,..\datasets\dataset\1\0176.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0177.txt                          ,..\datasets\dataset\1\0177.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0178.txt                          ,..\datasets\dataset\1\0178.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0179.txt                          ,..\datasets\dataset\1\0179.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0180.txt                          ,..\datasets\dataset\1\0180.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0181.txt                          ,..\datasets\dataset\1\0181.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0182.txt                          ,..\datasets\dataset\1\0182.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0183.txt                          ,..\datasets\dataset\1\0183.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0184.txt                          ,..\datasets\dataset\1\0184.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0185.txt                          ,..\datasets\dataset\1\0185.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0186.txt                          ,..\datasets\dataset\1\0186.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0187.txt                          ,..\datasets\dataset\1\0187.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0188.txt                          ,..\datasets\dataset\1\0188.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0189.txt                          ,..\datasets\dataset\1\0189.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0190.txt                          ,..\datasets\dataset\1\0190.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0191.txt                          ,..\datasets\dataset\1\0191.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0192.txt                          ,..\datasets\dataset\1\0192.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0193.txt                          ,..\datasets\dataset\1\0193.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0194.txt                          ,..\datasets\dataset\1\0194.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0195.txt                          ,..\datasets\dataset\1\0195.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0196.txt                          ,..\datasets\dataset\1\0196.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0197.txt                          ,..\datasets\dataset\1\0197.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0198.txt                          ,..\datasets\dataset\1\0198.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0199.txt                          ,..\datasets\dataset\1\0199.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0200.txt                          ,..\datasets\dataset\1\0200.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0201.txt                          ,..\datasets\dataset\1\0201.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0202.txt                          ,..\datasets\dataset\1\0202.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0203.txt                          ,..\datasets\dataset\1\0203.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0204.txt                          ,..\datasets\dataset\1\0204.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0205.txt                          ,..\datasets\dataset\1\0205.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0206.txt                          ,..\datasets\dataset\1\0206.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0207.txt                          ,..\datasets\dataset\1\0207.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0208.txt                          ,..\datasets\dataset\1\0208.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0209.txt                          ,..\datasets\dataset\1\0209.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0210.txt                          ,..\datasets\dataset\1\0210.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0211.txt                          ,..\datasets\dataset\1\0211.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0212.txt                          ,..\datasets\dataset\1\0212.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0213.txt                          ,..\datasets\dataset\1\0213.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0214.txt                          ,..\datasets\dataset\1\0214.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0215.txt                          ,..\datasets\dataset\1\0215.txt                    ,1                             
C:\Users\79297\Desktop\Application Programming\datasets\dataset\1\0216.txt                          ,..\datasets\dataset\1\0216.txt                    ,1                             
